sampleid,L3,percent,region,siteID,depth,filter
EB652,Other,0.139100604,Misool,MIS19,S,12um
EB652,Apicomplexa,0.146722566,Misool,MIS19,S,12um
EB652,Ciliophora,0.109374999,Misool,MIS19,S,12um
EB652,Bacillariophyta,0.341082319,Misool,MIS19,S,12um
EB652,Cercozoa,0.007240851,Misool,MIS19,S,12um
EB652,Chrysophyceae,0.02362805,Misool,MIS19,S,12um
EB652,Dinoflagellata,0.202362803,Misool,MIS19,S,12um
EB652,Foraminifera,0.006478657,Misool,MIS19,S,12um
EB652,MAST,0.009908538,Misool,MIS19,S,12um
EB652,Pelagophyceae,0.005335366,Misool,MIS19,S,12um
EB653,Radiolaria,0.115480545,Misool,MIS20,M,0.4um
EB653,Other,0.024534546,Misool,MIS20,M,0.4um
EB653,Apicomplexa,0.005626124,Misool,MIS20,M,0.4um
EB653,Ciliophora,0.073487615,Misool,MIS20,M,0.4um
EB653,Bacillariophyta,0.014674322,Misool,MIS20,M,0.4um
EB653,Cercozoa,0.003074067,Misool,MIS20,M,0.4um
EB653,Chrysophyceae,0.011484252,Misool,MIS20,M,0.4um
EB653,Dinoflagellata,0.654892401,Misool,MIS20,M,0.4um
EB653,Foraminifera,0.039150862,Misool,MIS20,M,0.4um
EB653,MAST,0.054869208,Misool,MIS20,M,0.4um
EB653,Pelagophyceae,0.002726061,Misool,MIS20,M,0.4um
EB654,Radiolaria,0.045145498,Misool,MIS20,M,12um
EB654,Other,0.003535491,Misool,MIS20,M,12um
EB654,Apicomplexa,0.008430786,Misool,MIS20,M,12um
EB654,Ciliophora,0.041066087,Misool,MIS20,M,12um
EB654,Bacillariophyta,0.202066902,Misool,MIS20,M,12um
EB654,Cercozoa,0,Misool,MIS20,M,12um
EB654,Chrysophyceae,0,Misool,MIS20,M,12um
EB654,Dinoflagellata,0.68860484,Misool,MIS20,M,12um
EB654,Foraminifera,0.000815883,Misool,MIS20,M,12um
EB654,MAST,0.010334511,Misool,MIS20,M,12um
EB654,Pelagophyceae,0,Misool,MIS20,M,12um
EB655,Radiolaria,0.051679743,Misool,MIS20,S,0.4um
EB655,Other,0.1546714,Misool,MIS20,S,0.4um
EB655,Apicomplexa,0.034820989,Misool,MIS20,S,0.4um
EB655,Ciliophora,0.078960277,Misool,MIS20,S,0.4um
EB655,Bacillariophyta,0.120953887,Misool,MIS20,S,0.4um
EB655,Cercozoa,0.009379605,Misool,MIS20,S,0.4um
EB655,Chrysophyceae,0.013609614,Misool,MIS20,S,0.4um
EB655,Dinoflagellata,0.446971529,Misool,MIS20,S,0.4um
EB655,Foraminifera,0.062040256,Misool,MIS20,S,0.4um
EB655,MAST,0.022253553,Misool,MIS20,S,0.4um
EB655,Pelagophyceae,0.004659146,Misool,MIS20,S,0.4um
EB656,Radiolaria,0.02382008,Misool,MIS20,S,12um
EB656,Other,0.108907606,Misool,MIS20,S,12um
EB656,Apicomplexa,0.024706403,Misool,MIS20,S,12um
EB656,Ciliophora,0.076002661,Misool,MIS20,S,12um
EB656,Bacillariophyta,0.250609343,Misool,MIS20,S,12um
EB656,Cercozoa,0.011743851,Misool,MIS20,S,12um
EB656,Chrysophyceae,0.004542434,Misool,MIS20,S,12um
EB656,Dinoflagellata,0.442831816,Misool,MIS20,S,12um
EB656,Foraminifera,0.040106358,Misool,MIS20,S,12um
EB656,MAST,0.014181253,Misool,MIS20,S,12um
EB656,Pelagophyceae,0.002548194,Misool,MIS20,S,12um
EB657,Radiolaria,0.175326928,Misool,MIS21,M,0.4um
EB657,Other,0.021878589,Misool,MIS21,M,0.4um
EB657,Apicomplexa,0.009348118,Misool,MIS21,M,0.4um
EB657,Ciliophora,0.027447664,Misool,MIS21,M,0.4um
EB657,Bacillariophyta,0.008552532,Misool,MIS21,M,0.4um
EB657,Cercozoa,9.95E-05,Misool,MIS21,M,0.4um
EB657,Chrysophyceae,0.007359157,Misool,MIS21,M,0.4um
EB657,Dinoflagellata,0.703595018,Misool,MIS21,M,0.4um
EB657,Foraminifera,0,Misool,MIS21,M,0.4um
EB657,MAST,0.043707425,Misool,MIS21,M,0.4um
EB657,Pelagophyceae,0.002685097,Misool,MIS21,M,0.4um
EB658,Radiolaria,0.128625472,Misool,MIS21,M,12um
EB658,Other,0.012484235,Misool,MIS21,M,12um
EB658,Apicomplexa,0.008827239,Misool,MIS21,M,12um
EB658,Ciliophora,0.019672131,Misool,MIS21,M,12um
EB658,Bacillariophyta,0.046658261,Misool,MIS21,M,12um
EB658,Cercozoa,0,Misool,MIS21,M,12um
EB658,Chrysophyceae,0.000882724,Misool,MIS21,M,12um
EB658,Dinoflagellata,0.757629257,Misool,MIS21,M,12um
EB658,Foraminifera,0,Misool,MIS21,M,12um
EB658,MAST,0.023959647,Misool,MIS21,M,12um
EB658,Pelagophyceae,0.001261033,Misool,MIS21,M,12um
EB659,Radiolaria,0.159561618,Misool,MIS21,S,0.4um
EB659,Other,0.093717639,Misool,MIS21,S,0.4um
EB659,Apicomplexa,0.058853984,Misool,MIS21,S,0.4um
EB659,Ciliophora,0.155937179,Misool,MIS21,S,0.4um
EB659,Bacillariophyta,0.088626161,Misool,MIS21,S,0.4um
EB659,Cercozoa,0.003538142,Misool,MIS21,S,0.4um
EB659,Chrysophyceae,0.006817399,Misool,MIS21,S,0.4um
EB659,Dinoflagellata,0.405074212,Misool,MIS21,S,0.4um
EB659,Foraminifera,0.005177771,Misool,MIS21,S,0.4um
EB659,MAST,0.01872627,Misool,MIS21,S,0.4um
EB659,Pelagophyceae,0.003969624,Misool,MIS21,S,0.4um
EB660,Radiolaria,0.128505216,Misool,MIS21,S,12um
EB660,Other,0.132684863,Misool,MIS21,S,12um
EB660,Apicomplexa,0.051523604,Misool,MIS21,S,12um
EB660,Ciliophora,0.092560231,Misool,MIS21,S,12um
EB660,Bacillariophyta,0.12789727,Misool,MIS21,S,12um
EB660,Cercozoa,0.004179648,Misool,MIS21,S,12um
EB660,Chrysophyceae,0.009803177,Misool,MIS21,S,12um
EB660,Dinoflagellata,0.424804348,Misool,MIS21,S,12um
EB660,Foraminifera,0.007447375,Misool,MIS21,S,12um
EB660,MAST,0.019910328,Misool,MIS21,S,12um
EB660,Pelagophyceae,0.000683942,Misool,MIS21,S,12um
EB1,Radiolaria,0.028054426,Waigeo,WGO01,M,12um
EB1,Other,0.002805442,Waigeo,WGO01,M,12um
EB1,Apicomplexa,0.009959321,Waigeo,WGO01,M,12um
EB1,Ciliophora,0.03885538,Waigeo,WGO01,M,12um
EB1,Bacillariophyta,0.693224856,Waigeo,WGO01,M,12um
EB1,Cercozoa,0,Waigeo,WGO01,M,12um
EB1,Chrysophyceae,0,Waigeo,WGO01,M,12um
EB1,Dinoflagellata,0.227100572,Waigeo,WGO01,M,12um
EB1,Foraminifera,0,Waigeo,WGO01,M,12um
EB1,MAST,0,Waigeo,WGO01,M,12um
EB1,Pelagophyceae,0,Waigeo,WGO01,M,12um
EB10,Radiolaria,0.013118441,Waigeo,WGO09,M,12um
EB10,Other,0.009495252,Waigeo,WGO09,M,12um
EB10,Apicomplexa,0.002248875,Waigeo,WGO09,M,12um
EB10,Ciliophora,0.071214392,Waigeo,WGO09,M,12um
EB10,Bacillariophyta,0.676036981,Waigeo,WGO09,M,12um
EB10,Cercozoa,0,Waigeo,WGO09,M,12um
EB10,Chrysophyceae,0,Waigeo,WGO09,M,12um
EB10,Dinoflagellata,0.205022491,Waigeo,WGO09,M,12um
EB10,Foraminifera,0,Waigeo,WGO09,M,12um
EB10,MAST,0.02223888,Waigeo,WGO09,M,12um
EB10,Pelagophyceae,0.000624687,Waigeo,WGO09,M,12um
EB11,Radiolaria,0,Waigeo,WGO10,M,12um
EB11,Other,0.00827696,Waigeo,WGO10,M,12um
EB11,Apicomplexa,0.002307998,Waigeo,WGO10,M,12um
EB11,Ciliophora,0.147552726,Waigeo,WGO10,M,12um
EB11,Bacillariophyta,0.419021088,Waigeo,WGO10,M,12um
EB11,Cercozoa,0.00453641,Waigeo,WGO10,M,12um
EB11,Chrysophyceae,0,Waigeo,WGO10,M,12um
EB11,Dinoflagellata,0.410266614,Waigeo,WGO10,M,12um
EB11,Foraminifera,0,Waigeo,WGO10,M,12um
EB11,MAST,0.008038201,Waigeo,WGO10,M,12um
EB11,Pelagophyceae,0,Waigeo,WGO10,M,12um
EB12,Radiolaria,0.004494109,Waigeo,WGO11,M,12um
EB12,Other,0.013360865,Waigeo,WGO11,M,12um
EB12,Apicomplexa,0.004129722,Waigeo,WGO11,M,12um
EB12,Ciliophora,0.150248998,Waigeo,WGO11,M,12um
EB12,Bacillariophyta,0.544515972,Waigeo,WGO11,M,12um
EB12,Cercozoa,0.000971699,Waigeo,WGO11,M,12um
EB12,Chrysophyceae,0,Waigeo,WGO11,M,12um
EB12,Dinoflagellata,0.278634761,Waigeo,WGO11,M,12um
EB12,Foraminifera,0,Waigeo,WGO11,M,12um
EB12,MAST,0.003643872,Waigeo,WGO11,M,12um
EB12,Pelagophyceae,0,Waigeo,WGO11,M,12um
EB13,Radiolaria,0.010178574,Waigeo,WGO12,M,12um
EB13,Other,0.014732142,Waigeo,WGO12,M,12um
EB13,Apicomplexa,0.004285714,Waigeo,WGO12,M,12um
EB13,Ciliophora,0.167678574,Waigeo,WGO12,M,12um
EB13,Bacillariophyta,0.496428568,Waigeo,WGO12,M,12um
EB13,Cercozoa,0.003303571,Waigeo,WGO12,M,12um
EB13,Chrysophyceae,0.001517858,Waigeo,WGO12,M,12um
EB13,Dinoflagellata,0.293660713,Waigeo,WGO12,M,12um
EB13,Foraminifera,0,Waigeo,WGO12,M,12um
EB13,MAST,0.008214285,Waigeo,WGO12,M,12um
EB13,Pelagophyceae,0,Waigeo,WGO12,M,12um
EB14,Radiolaria,0.021549676,Waigeo,WGO13,M,12um
EB14,Other,0.004436697,Waigeo,WGO13,M,12um
EB14,Apicomplexa,0.004753605,Waigeo,WGO13,M,12um
EB14,Ciliophora,0.135160829,Waigeo,WGO13,M,12um
EB14,Bacillariophyta,0.243067657,Waigeo,WGO13,M,12um
EB14,Cercozoa,0,Waigeo,WGO13,M,12um
EB14,Chrysophyceae,0,Waigeo,WGO13,M,12um
EB14,Dinoflagellata,0.577562988,Waigeo,WGO13,M,12um
EB14,Foraminifera,0,Waigeo,WGO13,M,12um
EB14,MAST,0.013468546,Waigeo,WGO13,M,12um
EB14,Pelagophyceae,0,Waigeo,WGO13,M,12um
EB15,Radiolaria,0.034244791,Waigeo,WGO14,M,12um
EB15,Other,0.007552084,Waigeo,WGO14,M,12um
EB15,Apicomplexa,0,Waigeo,WGO14,M,12um
EB15,Ciliophora,0.112760416,Waigeo,WGO14,M,12um
EB15,Bacillariophyta,0.325651041,Waigeo,WGO14,M,12um
EB15,Cercozoa,0.011458333,Waigeo,WGO14,M,12um
EB15,Chrysophyceae,0,Waigeo,WGO14,M,12um
EB15,Dinoflagellata,0.508333335,Waigeo,WGO14,M,12um
EB15,Foraminifera,0,Waigeo,WGO14,M,12um
EB15,MAST,0,Waigeo,WGO14,M,12um
EB15,Pelagophyceae,0,Waigeo,WGO14,M,12um
EB16,Radiolaria,0,Waigeo,WGO16,M,12um
EB16,Other,0.003742154,Waigeo,WGO16,M,12um
EB16,Apicomplexa,0,Waigeo,WGO16,M,12um
EB16,Ciliophora,0.010381459,Waigeo,WGO16,M,12um
EB16,Bacillariophyta,0.78186866,Waigeo,WGO16,M,12um
EB16,Cercozoa,0,Waigeo,WGO16,M,12um
EB16,Chrysophyceae,0,Waigeo,WGO16,M,12um
EB16,Dinoflagellata,0.200748431,Waigeo,WGO16,M,12um
EB16,Foraminifera,0,Waigeo,WGO16,M,12um
EB16,MAST,0.003259296,Waigeo,WGO16,M,12um
EB16,Pelagophyceae,0,Waigeo,WGO16,M,12um
EB17,Radiolaria,0.004664406,Waigeo,WGO17,M,12um
EB17,Other,0.004361522,Waigeo,WGO17,M,12um
EB17,Apicomplexa,0,Waigeo,WGO17,M,12um
EB17,Ciliophora,0.046341169,Waigeo,WGO17,M,12um
EB17,Bacillariophyta,0.830142964,Waigeo,WGO17,M,12um
EB17,Cercozoa,0,Waigeo,WGO17,M,12um
EB17,Chrysophyceae,0,Waigeo,WGO17,M,12um
EB17,Dinoflagellata,0.109462073,Waigeo,WGO17,M,12um
EB17,Foraminifera,0,Waigeo,WGO17,M,12um
EB17,MAST,0.005027866,Waigeo,WGO17,M,12um
EB17,Pelagophyceae,0,Waigeo,WGO17,M,12um
EB18,Radiolaria,0.01315897,Waigeo,WGO18,M,12um
EB18,Other,0.007519411,Waigeo,WGO18,M,12um
EB18,Apicomplexa,0,Waigeo,WGO18,M,12um
EB18,Ciliophora,0.119656723,Waigeo,WGO18,M,12um
EB18,Bacillariophyta,0.567633839,Waigeo,WGO18,M,12um
EB18,Cercozoa,0.001879853,Waigeo,WGO18,M,12um
EB18,Chrysophyceae,0,Waigeo,WGO18,M,12um
EB18,Dinoflagellata,0.261871679,Waigeo,WGO18,M,12um
EB18,Foraminifera,0.000163466,Waigeo,WGO18,M,12um
EB18,MAST,0.02811606,Waigeo,WGO18,M,12um
EB18,Pelagophyceae,0,Waigeo,WGO18,M,12um
EB19,Radiolaria,0.012489233,Waigeo,WGO19,M,12um
EB19,Other,0.085701981,Waigeo,WGO19,M,12um
EB19,Apicomplexa,0.0374677,Waigeo,WGO19,M,12um
EB19,Ciliophora,0.107665808,Waigeo,WGO19,M,12um
EB19,Bacillariophyta,0.379414296,Waigeo,WGO19,M,12um
EB19,Cercozoa,0,Waigeo,WGO19,M,12um
EB19,Chrysophyceae,0,Waigeo,WGO19,M,12um
EB19,Dinoflagellata,0.317829461,Waigeo,WGO19,M,12um
EB19,Foraminifera,0.004737295,Waigeo,WGO19,M,12um
EB19,MAST,0.054694228,Waigeo,WGO19,M,12um
EB19,Pelagophyceae,0,Waigeo,WGO19,M,12um
EB2,Radiolaria,0.001031593,Waigeo,WGO02,M,12um
EB2,Other,0.016892329,Waigeo,WGO02,M,12um
EB2,Apicomplexa,0.012894906,Waigeo,WGO02,M,12um
EB2,Ciliophora,0.016441005,Waigeo,WGO02,M,12um
EB2,Bacillariophyta,0.559509992,Waigeo,WGO02,M,12um
EB2,Cercozoa,0,Waigeo,WGO02,M,12um
EB2,Chrysophyceae,0,Waigeo,WGO02,M,12um
EB2,Dinoflagellata,0.392392006,Waigeo,WGO02,M,12um
EB2,Foraminifera,0,Waigeo,WGO02,M,12um
EB2,MAST,0.000838168,Waigeo,WGO02,M,12um
EB2,Pelagophyceae,0,Waigeo,WGO02,M,12um
EB20,Radiolaria,0.012310606,Waigeo,WGO04,S,12um
EB20,Other,0.084280303,Waigeo,WGO04,S,12um
EB20,Apicomplexa,0.015719697,Waigeo,WGO04,S,12um
EB20,Ciliophora,0.037689394,Waigeo,WGO04,S,12um
EB20,Bacillariophyta,0.167234849,Waigeo,WGO04,S,12um
EB20,Cercozoa,0.007575758,Waigeo,WGO04,S,12um
EB20,Chrysophyceae,0,Waigeo,WGO04,S,12um
EB20,Dinoflagellata,0.64962121,Waigeo,WGO04,S,12um
EB20,Foraminifera,0.017992425,Waigeo,WGO04,S,12um
EB20,MAST,0.005113636,Waigeo,WGO04,S,12um
EB20,Pelagophyceae,0.002462122,Waigeo,WGO04,S,12um
EB21,Radiolaria,0.061403509,Waigeo,WGO05,S,12um
EB21,Other,0.096308481,Waigeo,WGO05,S,12um
EB21,Apicomplexa,0.125182748,Waigeo,WGO05,S,12um
EB21,Ciliophora,0.031067251,Waigeo,WGO05,S,12um
EB21,Bacillariophyta,0.519919587,Waigeo,WGO05,S,12um
EB21,Cercozoa,0.048245615,Waigeo,WGO05,S,12um
EB21,Chrysophyceae,0,Waigeo,WGO05,S,12um
EB21,Dinoflagellata,0.072551171,Waigeo,WGO05,S,12um
EB21,Foraminifera,0.02887427,Waigeo,WGO05,S,12um
EB21,MAST,0.008040937,Waigeo,WGO05,S,12um
EB21,Pelagophyceae,0.008406433,Waigeo,WGO05,S,12um
EB22,Radiolaria,0.003129482,Waigeo,WGO06,S,12um
EB22,Other,0.052940407,Waigeo,WGO06,S,12um
EB22,Apicomplexa,0.107054376,Waigeo,WGO06,S,12um
EB22,Ciliophora,0.086451952,Waigeo,WGO06,S,12um
EB22,Bacillariophyta,0.633720174,Waigeo,WGO06,S,12um
EB22,Cercozoa,0.011605163,Waigeo,WGO06,S,12um
EB22,Chrysophyceae,0,Waigeo,WGO06,S,12um
EB22,Dinoflagellata,0.095579604,Waigeo,WGO06,S,12um
EB22,Foraminifera,0.00130395,Waigeo,WGO06,S,12um
EB22,MAST,0.008214892,Waigeo,WGO06,S,12um
EB22,Pelagophyceae,0,Waigeo,WGO06,S,12um
EB23,Radiolaria,0.00977083,Waigeo,WGO07,S,12um
EB23,Other,0.008349621,Waigeo,WGO07,S,12um
EB23,Apicomplexa,0.019008705,Waigeo,WGO07,S,12um
EB23,Ciliophora,0.089891632,Waigeo,WGO07,S,12um
EB23,Bacillariophyta,0.622135364,Waigeo,WGO07,S,12um
EB23,Cercozoa,0.003908333,Waigeo,WGO07,S,12um
EB23,Chrysophyceae,0.002487121,Waigeo,WGO07,S,12um
EB23,Dinoflagellata,0.242494231,Waigeo,WGO07,S,12um
EB23,Foraminifera,0,Waigeo,WGO07,S,12um
EB23,MAST,0.001954165,Waigeo,WGO07,S,12um
EB23,Pelagophyceae,0,Waigeo,WGO07,S,12um
EB24,Radiolaria,0.004775124,Waigeo,WGO08,S,12um
EB24,Other,0.031982234,Waigeo,WGO08,S,12um
EB24,Apicomplexa,0.005108274,Waigeo,WGO08,S,12um
EB24,Ciliophora,0.066962797,Waigeo,WGO08,S,12um
EB24,Bacillariophyta,0.665297059,Waigeo,WGO08,S,12um
EB24,Cercozoa,0.003997779,Waigeo,WGO08,S,12um
EB24,Chrysophyceae,0,Waigeo,WGO08,S,12um
EB24,Dinoflagellata,0.206218765,Waigeo,WGO08,S,12um
EB24,Foraminifera,0.008328707,Waigeo,WGO08,S,12um
EB24,MAST,0.007329261,Waigeo,WGO08,S,12um
EB24,Pelagophyceae,0,Waigeo,WGO08,S,12um
EB25,Radiolaria,0.017169487,Waigeo,WGO09,S,12um
EB25,Other,0.020358105,Waigeo,WGO09,S,12um
EB25,Apicomplexa,0.010546972,Waigeo,WGO09,S,12um
EB25,Ciliophora,0.040225657,Waigeo,WGO09,S,12um
EB25,Bacillariophyta,0.700269808,Waigeo,WGO09,S,12um
EB25,Cercozoa,0,Waigeo,WGO09,S,12um
EB25,Chrysophyceae,0,Waigeo,WGO09,S,12um
EB25,Dinoflagellata,0.203581063,Waigeo,WGO09,S,12um
EB25,Foraminifera,0.004905568,Waigeo,WGO09,S,12um
EB25,MAST,0.00294334,Waigeo,WGO09,S,12um
EB25,Pelagophyceae,0,Waigeo,WGO09,S,12um
EB26,Radiolaria,0.042583963,Waigeo,WGO10,S,12um
EB26,Other,0.083078897,Waigeo,WGO10,S,12um
EB26,Apicomplexa,0.046762011,Waigeo,WGO10,S,12um
EB26,Ciliophora,0.046279928,Waigeo,WGO10,S,12um
EB26,Bacillariophyta,0.316888963,Waigeo,WGO10,S,12um
EB26,Cercozoa,0.008516792,Waigeo,WGO10,S,12um
EB26,Chrysophyceae,0.006749157,Waigeo,WGO10,S,12um
EB26,Dinoflagellata,0.268359312,Waigeo,WGO10,S,12um
EB26,Foraminifera,0.034709947,Waigeo,WGO10,S,12um
EB26,MAST,0.08806042,Waigeo,WGO10,S,12um
EB26,Pelagophyceae,0.058010607,Waigeo,WGO10,S,12um
EB3,Radiolaria,0.067236467,Waigeo,WGO01,M,0.4um
EB3,Other,0,Waigeo,WGO01,M,0.4um
EB3,Apicomplexa,0,Waigeo,WGO01,M,0.4um
EB3,Ciliophora,0.086229819,Waigeo,WGO01,M,0.4um
EB3,Bacillariophyta,0.173409306,Waigeo,WGO01,M,0.4um
EB3,Cercozoa,0,Waigeo,WGO01,M,0.4um
EB3,Chrysophyceae,0,Waigeo,WGO01,M,0.4um
EB3,Dinoflagellata,0.660778729,Waigeo,WGO01,M,0.4um
EB3,Foraminifera,0,Waigeo,WGO01,M,0.4um
EB3,MAST,0.012345679,Waigeo,WGO01,M,0.4um
EB3,Pelagophyceae,0,Waigeo,WGO01,M,0.4um
EB4,Radiolaria,0.011168881,Waigeo,WGO02,M,0.4um
EB4,Other,0.039668785,Waigeo,WGO02,M,0.4um
EB4,Apicomplexa,0.000577701,Waigeo,WGO02,M,0.4um
EB4,Ciliophora,0.136337376,Waigeo,WGO02,M,0.4um
EB4,Bacillariophyta,0.094357791,Waigeo,WGO02,M,0.4um
EB4,Cercozoa,0.004429038,Waigeo,WGO02,M,0.4um
EB4,Chrysophyceae,0.013287117,Waigeo,WGO02,M,0.4um
EB4,Dinoflagellata,0.55093395,Waigeo,WGO02,M,0.4um
EB4,Foraminifera,0,Waigeo,WGO02,M,0.4um
EB4,MAST,0.0768342,Waigeo,WGO02,M,0.4um
EB4,Pelagophyceae,0.072405161,Waigeo,WGO02,M,0.4um
EB41,Radiolaria,0.001751427,Waigeo,WGO01,S,12um
EB41,Other,0.064673065,Waigeo,WGO01,S,12um
EB41,Apicomplexa,0.139530357,Waigeo,WGO01,S,12um
EB41,Ciliophora,0.044888429,Waigeo,WGO01,S,12um
EB41,Bacillariophyta,0.301375198,Waigeo,WGO01,S,12um
EB41,Cercozoa,0.005124548,Waigeo,WGO01,S,12um
EB41,Chrysophyceae,0.002205501,Waigeo,WGO01,S,12um
EB41,Dinoflagellata,0.415801763,Waigeo,WGO01,S,12um
EB41,Foraminifera,0.010768034,Waigeo,WGO01,S,12um
EB41,MAST,0.006681369,Waigeo,WGO01,S,12um
EB41,Pelagophyceae,0.00720031,Waigeo,WGO01,S,12um
EB42,Radiolaria,0,Waigeo,WGO02,S,12um
EB42,Other,0.0204168,Waigeo,WGO02,S,12um
EB42,Apicomplexa,0,Waigeo,WGO02,S,12um
EB42,Ciliophora,0.085687083,Waigeo,WGO02,S,12um
EB42,Bacillariophyta,0.604041047,Waigeo,WGO02,S,12um
EB42,Cercozoa,0.003596741,Waigeo,WGO02,S,12um
EB42,Chrysophyceae,0,Waigeo,WGO02,S,12um
EB42,Dinoflagellata,0.282873161,Waigeo,WGO02,S,12um
EB42,Foraminifera,0.000423147,Waigeo,WGO02,S,12um
EB42,MAST,0.002962022,Waigeo,WGO02,S,12um
EB42,Pelagophyceae,0,Waigeo,WGO02,S,12um
EB43,Radiolaria,0.023385472,Waigeo,WGO02,S,0.4um
EB43,Other,0.06210314,Waigeo,WGO02,S,0.4um
EB43,Apicomplexa,0.001238967,Waigeo,WGO02,S,0.4um
EB43,Ciliophora,0.023850087,Waigeo,WGO02,S,0.4um
EB43,Bacillariophyta,0.362087656,Waigeo,WGO02,S,0.4um
EB43,Cercozoa,0.023850085,Waigeo,WGO02,S,0.4um
EB43,Chrysophyceae,0.009137373,Waigeo,WGO02,S,0.4um
EB43,Dinoflagellata,0.368901971,Waigeo,WGO02,S,0.4um
EB43,Foraminifera,0.003252284,Waigeo,WGO02,S,0.4um
EB43,MAST,0.083165553,Waigeo,WGO02,S,0.4um
EB43,Pelagophyceae,0.039027413,Waigeo,WGO02,S,0.4um
EB44,Radiolaria,0,Waigeo,WGO11,S,12um
EB44,Other,0.10226493,Waigeo,WGO11,S,12um
EB44,Apicomplexa,0.085106381,Waigeo,WGO11,S,12um
EB44,Ciliophora,0,Waigeo,WGO11,S,12um
EB44,Bacillariophyta,0.498970488,Waigeo,WGO11,S,12um
EB44,Cercozoa,0,Waigeo,WGO11,S,12um
EB44,Chrysophyceae,0,Waigeo,WGO11,S,12um
EB44,Dinoflagellata,0.313658202,Waigeo,WGO11,S,12um
EB44,Foraminifera,0,Waigeo,WGO11,S,12um
EB44,MAST,0,Waigeo,WGO11,S,12um
EB44,Pelagophyceae,0,Waigeo,WGO11,S,12um
EB45,Radiolaria,0,Waigeo,WGO12,S,12um
EB45,Other,0.031835207,Waigeo,WGO12,S,12um
EB45,Apicomplexa,0.014357053,Waigeo,WGO12,S,12um
EB45,Ciliophora,0.02184769,Waigeo,WGO12,S,12um
EB45,Bacillariophyta,0.493133583,Waigeo,WGO12,S,12um
EB45,Cercozoa,0,Waigeo,WGO12,S,12um
EB45,Chrysophyceae,0,Waigeo,WGO12,S,12um
EB45,Dinoflagellata,0.438826468,Waigeo,WGO12,S,12um
EB45,Foraminifera,0,Waigeo,WGO12,S,12um
EB45,MAST,0,Waigeo,WGO12,S,12um
EB45,Pelagophyceae,0,Waigeo,WGO12,S,12um
EB46,Radiolaria,0.014304536,Waigeo,WGO03,S,12um
EB46,Other,0.023903632,Waigeo,WGO03,S,12um
EB46,Apicomplexa,0.002070394,Waigeo,WGO03,S,12um
EB46,Ciliophora,0.080933557,Waigeo,WGO03,S,12um
EB46,Bacillariophyta,0.575757578,Waigeo,WGO03,S,12um
EB46,Cercozoa,0,Waigeo,WGO03,S,12um
EB46,Chrysophyceae,0,Waigeo,WGO03,S,12um
EB46,Dinoflagellata,0.292866554,Waigeo,WGO03,S,12um
EB46,Foraminifera,0,Waigeo,WGO03,S,12um
EB46,MAST,0.010163749,Waigeo,WGO03,S,12um
EB46,Pelagophyceae,0,Waigeo,WGO03,S,12um
EB47,Radiolaria,0.00182944,Waigeo,WGO03,M,12um
EB47,Other,0.005910498,Waigeo,WGO03,M,12um
EB47,Apicomplexa,0.003940332,Waigeo,WGO03,M,12um
EB47,Ciliophora,0.042921476,Waigeo,WGO03,M,12um
EB47,Bacillariophyta,0.594708693,Waigeo,WGO03,M,12um
EB47,Cercozoa,0.001547988,Waigeo,WGO03,M,12um
EB47,Chrysophyceae,0,Waigeo,WGO03,M,12um
EB47,Dinoflagellata,0.349141574,Waigeo,WGO03,M,12um
EB47,Foraminifera,0,Waigeo,WGO03,M,12um
EB47,MAST,0,Waigeo,WGO03,M,12um
EB47,Pelagophyceae,0,Waigeo,WGO03,M,12um
EB5,Radiolaria,0.003664346,Waigeo,WGO04,M,12um
EB5,Other,0.005740809,Waigeo,WGO04,M,12um
EB5,Apicomplexa,0.007328693,Waigeo,WGO04,M,12um
EB5,Ciliophora,0.007206547,Waigeo,WGO04,M,12um
EB5,Bacillariophyta,0.562232809,Waigeo,WGO04,M,12um
EB5,Cercozoa,0.002076464,Waigeo,WGO04,M,12um
EB5,Chrysophyceae,0,Waigeo,WGO04,M,12um
EB5,Dinoflagellata,0.393306458,Waigeo,WGO04,M,12um
EB5,Foraminifera,0.000488579,Waigeo,WGO04,M,12um
EB5,MAST,0.014657383,Waigeo,WGO04,M,12um
EB5,Pelagophyceae,0.003297912,Waigeo,WGO04,M,12um
EB6,Radiolaria,0.007219426,Waigeo,WGO05,M,12um
EB6,Other,0.00853205,Waigeo,WGO05,M,12um
EB6,Apicomplexa,0.01728287,Waigeo,WGO05,M,12um
EB6,Ciliophora,0.026690002,Waigeo,WGO05,M,12um
EB6,Bacillariophyta,0.383285932,Waigeo,WGO05,M,12um
EB6,Cercozoa,0.013563772,Waigeo,WGO05,M,12um
EB6,Chrysophyceae,0.006125574,Waigeo,WGO05,M,12um
EB6,Dinoflagellata,0.537300374,Waigeo,WGO05,M,12um
EB6,Foraminifera,0,Waigeo,WGO05,M,12um
EB6,MAST,0,Waigeo,WGO05,M,12um
EB6,Pelagophyceae,0,Waigeo,WGO05,M,12um
EB7,Radiolaria,0,Waigeo,WGO06,M,12um
EB7,Other,0.012578617,Waigeo,WGO06,M,12um
EB7,Apicomplexa,0.018867925,Waigeo,WGO06,M,12um
EB7,Ciliophora,0.008879024,Waigeo,WGO06,M,12um
EB7,Bacillariophyta,0.645578988,Waigeo,WGO06,M,12um
EB7,Cercozoa,0.001849796,Waigeo,WGO06,M,12um
