sampleid,L3,percent,region,siteID,depth,filter
EB7,Chrysophyceae,0,Waigeo,WGO06,M,12um
EB7,Dinoflagellata,0.308176099,Waigeo,WGO06,M,12um
EB7,Foraminifera,0.001479836,Waigeo,WGO06,M,12um
EB7,MAST,0.002589715,Waigeo,WGO06,M,12um
EB7,Pelagophyceae,0,Waigeo,WGO06,M,12um
EB8,Radiolaria,0.00089827,Waigeo,WGO07,M,12um
EB8,Other,0.004491352,Waigeo,WGO07,M,12um
EB8,Apicomplexa,0.016393443,Waigeo,WGO07,M,12um
EB8,Ciliophora,0.034358861,Waigeo,WGO07,M,12um
EB8,Bacillariophyta,0.721985178,Waigeo,WGO07,M,12um
EB8,Cercozoa,0,Waigeo,WGO07,M,12um
EB8,Chrysophyceae,0,Waigeo,WGO07,M,12um
EB8,Dinoflagellata,0.209072535,Waigeo,WGO07,M,12um
EB8,Foraminifera,0,Waigeo,WGO07,M,12um
EB8,MAST,0.01280036,Waigeo,WGO07,M,12um
EB8,Pelagophyceae,0,Waigeo,WGO07,M,12um
EB9,Radiolaria,0.006570085,Waigeo,WGO08,M,12um
EB9,Other,0.005306562,Waigeo,WGO08,M,12um
EB9,Apicomplexa,0.01170818,Waigeo,WGO08,M,12um
EB9,Ciliophora,0.098803917,Waigeo,WGO08,M,12um
EB9,Bacillariophyta,0.707294526,Waigeo,WGO08,M,12um
EB9,Cercozoa,0,Waigeo,WGO08,M,12um
EB9,Chrysophyceae,0,Waigeo,WGO08,M,12um
EB9,Dinoflagellata,0.165347053,Waigeo,WGO08,M,12um
EB9,Foraminifera,0,Waigeo,WGO08,M,12um
EB9,MAST,0.004969678,Waigeo,WGO08,M,12um
EB9,Pelagophyceae,0,Waigeo,WGO08,M,12um
EB202,Radiolaria,0.12202289,Waigeo,WGO02,S,0.4um
EB202,Other,0.040983606,Waigeo,WGO02,S,0.4um
EB202,Apicomplexa,0.06967213,Waigeo,WGO02,S,0.4um
EB202,Ciliophora,0.015001546,Waigeo,WGO02,S,0.4um
EB202,Bacillariophyta,0.22974018,Waigeo,WGO02,S,0.4um
EB202,Cercozoa,0,Waigeo,WGO02,S,0.4um
EB202,Chrysophyceae,0,Waigeo,WGO02,S,0.4um
EB202,Dinoflagellata,0.491030004,Waigeo,WGO02,S,0.4um
EB202,Foraminifera,0,Waigeo,WGO02,S,0.4um
EB202,MAST,0.020105165,Waigeo,WGO02,S,0.4um
EB202,Pelagophyceae,0.011444478,Waigeo,WGO02,S,0.4um
EB203,Radiolaria,0.141107147,Waigeo,WGO02,S,12um
EB203,Other,0.032873315,Waigeo,WGO02,S,12um
EB203,Apicomplexa,0.002791131,Waigeo,WGO02,S,12um
EB203,Ciliophora,0.028221431,Waigeo,WGO02,S,12um
EB203,Bacillariophyta,0.113971158,Waigeo,WGO02,S,12um
EB203,Cercozoa,0.001395566,Waigeo,WGO02,S,12um
EB203,Chrysophyceae,0,Waigeo,WGO02,S,12um
EB203,Dinoflagellata,0.530469841,Waigeo,WGO02,S,12um
EB203,Foraminifera,0.001550628,Waigeo,WGO02,S,12um
EB203,MAST,0.096759187,Waigeo,WGO02,S,12um
EB203,Pelagophyceae,0.050860598,Waigeo,WGO02,S,12um
EB204,Radiolaria,0.069675374,Waigeo,WGO03,M,0.4um
EB204,Other,0.029691213,Waigeo,WGO03,M,0.4um
EB204,Apicomplexa,0,Waigeo,WGO03,M,0.4um
EB204,Ciliophora,0.026524151,Waigeo,WGO03,M,0.4um
EB204,Bacillariophyta,0.267616786,Waigeo,WGO03,M,0.4um
EB204,Cercozoa,0,Waigeo,WGO03,M,0.4um
EB204,Chrysophyceae,0.005938242,Waigeo,WGO03,M,0.4um
EB204,Dinoflagellata,0.421615201,Waigeo,WGO03,M,0.4um
EB204,Foraminifera,0.006334126,Waigeo,WGO03,M,0.4um
EB204,MAST,0.155977831,Waigeo,WGO03,M,0.4um
EB204,Pelagophyceae,0.016627079,Waigeo,WGO03,M,0.4um
EB205,Radiolaria,0.136944303,Waigeo,WGO03,S,0.4um
EB205,Other,0.047521716,Waigeo,WGO03,S,0.4um
EB205,Apicomplexa,0.015840572,Waigeo,WGO03,S,0.4um
EB205,Ciliophora,0.036280021,Waigeo,WGO03,S,0.4um
EB205,Bacillariophyta,0.044455799,Waigeo,WGO03,S,0.4um
EB205,Cercozoa,0,Waigeo,WGO03,S,0.4um
EB205,Chrysophyceae,0.016862545,Waigeo,WGO03,S,0.4um
EB205,Dinoflagellata,0.599897805,Waigeo,WGO03,S,0.4um
EB205,Foraminifera,0,Waigeo,WGO03,S,0.4um
EB205,MAST,0.082268778,Waigeo,WGO03,S,0.4um
EB205,Pelagophyceae,0.019928461,Waigeo,WGO03,S,0.4um
EB206,Radiolaria,0.032954896,Waigeo,WGO04,M,0.4um
EB206,Other,0.069162318,Waigeo,WGO04,M,0.4um
EB206,Apicomplexa,0.01153727,Waigeo,WGO04,M,0.4um
EB206,Ciliophora,0.01577171,Waigeo,WGO04,M,0.4um
EB206,Bacillariophyta,0.35121203,Waigeo,WGO04,M,0.4um
EB206,Cercozoa,0.013439706,Waigeo,WGO04,M,0.4um
EB206,Chrysophyceae,0.002516109,Waigeo,WGO04,M,0.4um
EB206,Dinoflagellata,0.365142685,Waigeo,WGO04,M,0.4um
EB206,Foraminifera,0,Waigeo,WGO04,M,0.4um
EB206,MAST,0.097146368,Waigeo,WGO04,M,0.4um
EB206,Pelagophyceae,0.041116908,Waigeo,WGO04,M,0.4um
EB207,Radiolaria,0.071291777,Waigeo,WGO04,S,0.4um
EB207,Other,0.046222298,Waigeo,WGO04,S,0.4um
EB207,Apicomplexa,0.032283611,Waigeo,WGO04,S,0.4um
EB207,Ciliophora,0.026552623,Waigeo,WGO04,S,0.4um
EB207,Bacillariophyta,0.094114938,Waigeo,WGO04,S,0.4um
EB207,Cercozoa,0.019957666,Waigeo,WGO04,S,0.4um
EB207,Chrysophyceae,0,Waigeo,WGO04,S,0.4um
EB207,Dinoflagellata,0.556309125,Waigeo,WGO04,S,0.4um
EB207,Foraminifera,0.00136795,Waigeo,WGO04,S,0.4um
EB207,MAST,0.093481361,Waigeo,WGO04,S,0.4um
EB207,Pelagophyceae,0.05841865,Waigeo,WGO04,S,0.4um
EB208,Radiolaria,0.167102361,Waigeo,WGO05,M,0.4um
EB208,Other,0.056930405,Waigeo,WGO05,M,0.4um
EB208,Apicomplexa,0.007581039,Waigeo,WGO05,M,0.4um
EB208,Ciliophora,0.047984146,Waigeo,WGO05,M,0.4um
EB208,Bacillariophyta,0.080022075,Waigeo,WGO05,M,0.4um
EB208,Cercozoa,0.016323923,Waigeo,WGO05,M,0.4um
EB208,Chrysophyceae,0.006564424,Waigeo,WGO05,M,0.4um
EB208,Dinoflagellata,0.467700752,Waigeo,WGO05,M,0.4um
EB208,Foraminifera,0.017485768,Waigeo,WGO05,M,0.4um
EB208,MAST,0.082055306,Waigeo,WGO05,M,0.4um
EB208,Pelagophyceae,0.050249798,Waigeo,WGO05,M,0.4um
EB209,Radiolaria,0.103579284,Waigeo,WGO05,S,0.4um
EB209,Other,0.062387523,Waigeo,WGO05,S,0.4um
EB209,Apicomplexa,0,Waigeo,WGO05,S,0.4um
EB209,Ciliophora,0.041591682,Waigeo,WGO05,S,0.4um
EB209,Bacillariophyta,0.178364328,Waigeo,WGO05,S,0.4um
EB209,Cercozoa,0,Waigeo,WGO05,S,0.4um
EB209,Chrysophyceae,0,Waigeo,WGO05,S,0.4um
EB209,Dinoflagellata,0.554089182,Waigeo,WGO05,S,0.4um
EB209,Foraminifera,0.005398921,Waigeo,WGO05,S,0.4um
EB209,MAST,0.045190961,Waigeo,WGO05,S,0.4um
EB209,Pelagophyceae,0.00939812,Waigeo,WGO05,S,0.4um
EB210,Radiolaria,0.071237938,Waigeo,WGO06,M,0.4um
EB210,Other,0.072161776,Waigeo,WGO06,M,0.4um
EB210,Apicomplexa,0.012215151,Waigeo,WGO06,M,0.4um
EB210,Ciliophora,0.060973107,Waigeo,WGO06,M,0.4um
EB210,Bacillariophyta,0.137548756,Waigeo,WGO06,M,0.4um
EB210,Cercozoa,0.016526382,Waigeo,WGO06,M,0.4um
EB210,Chrysophyceae,0.010059536,Waigeo,WGO06,M,0.4um
EB210,Dinoflagellata,0.439026899,Waigeo,WGO06,M,0.4um
EB210,Foraminifera,0.011086018,Waigeo,WGO06,M,0.4um
EB210,MAST,0.125744196,Waigeo,WGO06,M,0.4um
EB210,Pelagophyceae,0.043420242,Waigeo,WGO06,M,0.4um
EB211,Radiolaria,0.147707982,Waigeo,WGO06,S,0.4um
EB211,Other,0.006621392,Waigeo,WGO06,S,0.4um
EB211,Apicomplexa,0.030050934,Waigeo,WGO06,S,0.4um
EB211,Ciliophora,0.010016977,Waigeo,WGO06,S,0.4um
EB211,Bacillariophyta,0.151273343,Waigeo,WGO06,S,0.4um
EB211,Cercozoa,0,Waigeo,WGO06,S,0.4um
EB211,Chrysophyceae,0,Waigeo,WGO06,S,0.4um
EB211,Dinoflagellata,0.489643464,Waigeo,WGO06,S,0.4um
EB211,Foraminifera,0,Waigeo,WGO06,S,0.4um
EB211,MAST,0.125976231,Waigeo,WGO06,S,0.4um
EB211,Pelagophyceae,0.038709676,Waigeo,WGO06,S,0.4um
EB212,Radiolaria,0.077124595,Waigeo,WGO07,M,0.4um
EB212,Other,0.088546579,Waigeo,WGO07,M,0.4um
EB212,Apicomplexa,0,Waigeo,WGO07,M,0.4um
EB212,Ciliophora,0,Waigeo,WGO07,M,0.4um
EB212,Bacillariophyta,0.22875406,Waigeo,WGO07,M,0.4um
EB212,Cercozoa,0,Waigeo,WGO07,M,0.4um
EB212,Chrysophyceae,0,Waigeo,WGO07,M,0.4um
EB212,Dinoflagellata,0.400817353,Waigeo,WGO07,M,0.4um
EB212,Foraminifera,0.03835272,Waigeo,WGO07,M,0.4um
EB212,MAST,0.09755842,Waigeo,WGO07,M,0.4um
EB212,Pelagophyceae,0.068846275,Waigeo,WGO07,M,0.4um
EB213,Radiolaria,0.150430225,Waigeo,WGO07,S,0.4um
EB213,Other,0.057165465,Waigeo,WGO07,S,0.4um
EB213,Apicomplexa,0.00365938,Waigeo,WGO07,S,0.4um
EB213,Ciliophora,0.021758483,Waigeo,WGO07,S,0.4um
EB213,Bacillariophyta,0.101078032,Waigeo,WGO07,S,0.4um
EB213,Cercozoa,0,Waigeo,WGO07,S,0.4um
EB213,Chrysophyceae,0,Waigeo,WGO07,S,0.4um
EB213,Dinoflagellata,0.53159925,Waigeo,WGO07,S,0.4um
EB213,Foraminifera,0.005241816,Waigeo,WGO07,S,0.4um
EB213,MAST,0.077737117,Waigeo,WGO07,S,0.4um
EB213,Pelagophyceae,0.051330235,Waigeo,WGO07,S,0.4um
EB214,Radiolaria,0.138459654,Waigeo,WGO08,M,0.4um
EB214,Other,0.059732508,Waigeo,WGO08,M,0.4um
EB214,Apicomplexa,0.000366456,Waigeo,WGO08,M,0.4um
EB214,Ciliophora,0.052953032,Waigeo,WGO08,M,0.4um
EB214,Bacillariophyta,0.137543514,Waigeo,WGO08,M,0.4um
EB214,Cercozoa,0.009588957,Waigeo,WGO08,M,0.4um
EB214,Chrysophyceae,0.009344654,Waigeo,WGO08,M,0.4um
EB214,Dinoflagellata,0.429243257,Waigeo,WGO08,M,0.4um
EB214,Foraminifera,0,Waigeo,WGO08,M,0.4um
EB214,MAST,0.12838209,Waigeo,WGO08,M,0.4um
EB214,Pelagophyceae,0.034385877,Waigeo,WGO08,M,0.4um
EB215,Radiolaria,0.112239246,Waigeo,WGO08,S,0.4um
EB215,Other,0.07605686,Waigeo,WGO08,S,0.4um
EB215,Apicomplexa,0.037105411,Waigeo,WGO08,S,0.4um
EB215,Ciliophora,0.032490306,Waigeo,WGO08,S,0.4um
EB215,Bacillariophyta,0.101532211,Waigeo,WGO08,S,0.4um
EB215,Cercozoa,0.010153221,Waigeo,WGO08,S,0.4um
EB215,Chrysophyceae,0,Waigeo,WGO08,S,0.4um
EB215,Dinoflagellata,0.556396529,Waigeo,WGO08,S,0.4um
EB215,Foraminifera,0.000553812,Waigeo,WGO08,S,0.4um
EB215,MAST,0.057411853,Waigeo,WGO08,S,0.4um
EB215,Pelagophyceae,0.01606055,Waigeo,WGO08,S,0.4um
EB216,Radiolaria,0.104604544,Waigeo,WGO09,M,0.4um
EB216,Other,0.04240068,Waigeo,WGO09,M,0.4um
EB216,Apicomplexa,0,Waigeo,WGO09,M,0.4um
EB216,Ciliophora,0.042400682,Waigeo,WGO09,M,0.4um
EB216,Bacillariophyta,0.104361559,Waigeo,WGO09,M,0.4um
EB216,Cercozoa,0,Waigeo,WGO09,M,0.4um
EB216,Chrysophyceae,0.006439073,Waigeo,WGO09,M,0.4um
EB216,Dinoflagellata,0.556432993,Waigeo,WGO09,M,0.4um
EB216,Foraminifera,0.001700887,Waigeo,WGO09,M,0.4um
EB216,MAST,0.099380393,Waigeo,WGO09,M,0.4um
EB216,Pelagophyceae,0.042279188,Waigeo,WGO09,M,0.4um
EB217,Radiolaria,0.05363885,Waigeo,WGO09,S,0.4um
EB217,Other,0.111183438,Waigeo,WGO09,S,0.4um
EB217,Apicomplexa,0.006379378,Waigeo,WGO09,S,0.4um
EB217,Ciliophora,0.049472722,Waigeo,WGO09,S,0.4um
EB217,Bacillariophyta,0.117172245,Waigeo,WGO09,S,0.4um
EB217,Cercozoa,0.007941675,Waigeo,WGO09,S,0.4um
EB217,Chrysophyceae,0.008853014,Waigeo,WGO09,S,0.4um
EB217,Dinoflagellata,0.372868113,Waigeo,WGO09,S,0.4um
EB217,Foraminifera,0.020309858,Waigeo,WGO09,S,0.4um
EB217,MAST,0.177971618,Waigeo,WGO09,S,0.4um
EB217,Pelagophyceae,0.074209088,Waigeo,WGO09,S,0.4um
EB218,Radiolaria,0.051423662,Waigeo,WGO10,M,0.4um
EB218,Other,0.060996569,Waigeo,WGO10,M,0.4um
EB218,Apicomplexa,0.015954835,Waigeo,WGO10,M,0.4um
EB218,Ciliophora,0.053632794,Waigeo,WGO10,M,0.4um
EB218,Bacillariophyta,0.13316151,Waigeo,WGO10,M,0.4um
EB218,Cercozoa,0.009204712,Waigeo,WGO10,M,0.4um
EB218,Chrysophyceae,0.001104566,Waigeo,WGO10,M,0.4um
EB218,Dinoflagellata,0.441703485,Waigeo,WGO10,M,0.4um
EB218,Foraminifera,0,Waigeo,WGO10,M,0.4um
EB218,MAST,0.169734905,Waigeo,WGO10,M,0.4um
EB218,Pelagophyceae,0.063082964,Waigeo,WGO10,M,0.4um
EB219,Radiolaria,0.113557104,Waigeo,WGO10,S,0.4um
EB219,Other,0.038578903,Waigeo,WGO10,S,0.4um
EB219,Apicomplexa,0.02136007,Waigeo,WGO10,S,0.4um
EB219,Ciliophora,0.066477768,Waigeo,WGO10,S,0.4um
EB219,Bacillariophyta,0.090671317,Waigeo,WGO10,S,0.4um
EB219,Cercozoa,0,Waigeo,WGO10,S,0.4um
EB219,Chrysophyceae,0.004359198,Waigeo,WGO10,S,0.4um
EB219,Dinoflagellata,0.442240629,Waigeo,WGO10,S,0.4um
EB219,Foraminifera,0,Waigeo,WGO10,S,0.4um
EB219,MAST,0.147122928,Waigeo,WGO10,S,0.4um
EB219,Pelagophyceae,0.075632084,Waigeo,WGO10,S,0.4um
EB220,Radiolaria,0.044571225,Waigeo,WGO11,M,0.4um
EB220,Other,0.073275095,Waigeo,WGO11,M,0.4um
EB220,Apicomplexa,0,Waigeo,WGO11,M,0.4um
EB220,Ciliophora,0.055446605,Waigeo,WGO11,M,0.4um
EB220,Bacillariophyta,0.103226956,Waigeo,WGO11,M,0.4um
EB220,Cercozoa,0,Waigeo,WGO11,M,0.4um
EB220,Chrysophyceae,0.008557675,Waigeo,WGO11,M,0.4um
EB220,Dinoflagellata,0.52843644,Waigeo,WGO11,M,0.4um
EB220,Foraminifera,0.009270815,Waigeo,WGO11,M,0.4um
EB220,MAST,0.114993761,Waigeo,WGO11,M,0.4um
EB220,Pelagophyceae,0.06222143,Waigeo,WGO11,M,0.4um
EB221,Radiolaria,0.03559436,Waigeo,WGO12,M,0.4um
EB221,Other,0.073203491,Waigeo,WGO12,M,0.4um
EB221,Apicomplexa,0.028542646,Waigeo,WGO12,M,0.4um
EB221,Ciliophora,0.073539289,Waigeo,WGO12,M,0.4um
EB221,Bacillariophyta,0.140810387,Waigeo,WGO12,M,0.4um
EB221,Cercozoa,0.002350571,Waigeo,WGO12,M,0.4um
EB221,Chrysophyceae,0.008171031,Waigeo,WGO12,M,0.4um
EB221,Dinoflagellata,0.415155587,Waigeo,WGO12,M,0.4um
EB221,Foraminifera,0,Waigeo,WGO12,M,0.4um
EB221,MAST,0.187486007,Waigeo,WGO12,M,0.4um
EB221,Pelagophyceae,0.035146631,Waigeo,WGO12,M,0.4um
EB222,Radiolaria,0.029774128,Waigeo,WGO12,S,0.4um
EB222,Other,0.150924023,Waigeo,WGO12,S,0.4um
EB222,Apicomplexa,0,Waigeo,WGO12,S,0.4um
EB222,Ciliophora,0.012320329,Waigeo,WGO12,S,0.4um
EB222,Bacillariophyta,0.242299794,Waigeo,WGO12,S,0.4um
EB222,Cercozoa,0,Waigeo,WGO12,S,0.4um
EB222,Chrysophyceae,0,Waigeo,WGO12,S,0.4um
EB222,Dinoflagellata,0.539014375,Waigeo,WGO12,S,0.4um
EB222,Foraminifera,0,Waigeo,WGO12,S,0.4um
EB222,MAST,0,Waigeo,WGO12,S,0.4um
EB222,Pelagophyceae,0.025667351,Waigeo,WGO12,S,0.4um
EB223,Radiolaria,0.017857142,Waigeo,WGO13,S,0.4um
EB223,Other,0.095695971,Waigeo,WGO13,S,0.4um
EB223,Apicomplexa,0.013278389,Waigeo,WGO13,S,0.4um
EB223,Ciliophora,0.048076925,Waigeo,WGO13,S,0.4um
EB223,Bacillariophyta,0.216117216,Waigeo,WGO13,S,0.4um
EB223,Cercozoa,0.006410256,Waigeo,WGO13,S,0.4um
EB223,Chrysophyceae,0.003663004,Waigeo,WGO13,S,0.4um
EB223,Dinoflagellata,0.519230769,Waigeo,WGO13,S,0.4um
EB223,Foraminifera,0.027014652,Waigeo,WGO13,S,0.4um
EB223,MAST,0.046703295,Waigeo,WGO13,S,0.4um
EB223,Pelagophyceae,0.00595238,Waigeo,WGO13,S,0.4um
EB224,Radiolaria,0,Waigeo,WGO13,S,12um
EB224,Other,0,Waigeo,WGO13,S,12um
EB224,Apicomplexa,0,Waigeo,WGO13,S,12um
EB224,Ciliophora,0.056910569,Waigeo,WGO13,S,12um
EB224,Bacillariophyta,0.109756098,Waigeo,WGO13,S,12um
EB224,Cercozoa,0,Waigeo,WGO13,S,12um
EB224,Chrysophyceae,0,Waigeo,WGO13,S,12um
EB224,Dinoflagellata,0.722222222,Waigeo,WGO13,S,12um
EB224,Foraminifera,0,Waigeo,WGO13,S,12um
EB224,MAST,0.111111111,Waigeo,WGO13,S,12um
EB224,Pelagophyceae,0,Waigeo,WGO13,S,12um
EB225,Radiolaria,0.095363303,Waigeo,WGO14,M,0.4um
EB225,Other,0.086384914,Waigeo,WGO14,M,0.4um
EB225,Apicomplexa,0.006477265,Waigeo,WGO14,M,0.4um
EB225,Ciliophora,0.060475853,Waigeo,WGO14,M,0.4um
EB225,Bacillariophyta,0.031937407,Waigeo,WGO14,M,0.4um
EB225,Cercozoa,0.003334829,Waigeo,WGO14,M,0.4um
EB225,Chrysophyceae,0.029243892,Waigeo,WGO14,M,0.4um
EB225,Dinoflagellata,0.565061233,Waigeo,WGO14,M,0.4um
EB225,Foraminifera,0.003142452,Waigeo,WGO14,M,0.4um
EB225,MAST,0.099852498,Waigeo,WGO14,M,0.4um
EB225,Pelagophyceae,0.018726351,Waigeo,WGO14,M,0.4um
EB226,Radiolaria,0.163836448,Waigeo,WGO16,M,0.4um
EB226,Other,0.046485151,Waigeo,WGO16,M,0.4um
EB226,Apicomplexa,0,Waigeo,WGO16,M,0.4um
EB226,Ciliophora,0.050754198,Waigeo,WGO16,M,0.4um
EB226,Bacillariophyta,0.223223606,Waigeo,WGO16,M,0.4um
EB226,Cercozoa,0.013566076,Waigeo,WGO16,M,0.4um
EB226,Chrysophyceae,0.003984442,Waigeo,WGO16,M,0.4um
EB226,Dinoflagellata,0.361161178,Waigeo,WGO16,M,0.4um
EB226,Foraminifera,0,Waigeo,WGO16,M,0.4um
EB226,MAST,0.113746324,Waigeo,WGO16,M,0.4um
EB226,Pelagophyceae,0.023242576,Waigeo,WGO16,M,0.4um
EB227,Radiolaria,0.035191772,Waigeo,WGO16,S,0.4um
EB227,Other,0.105496246,Waigeo,WGO16,S,0.4um
EB227,Apicomplexa,0.022696719,Waigeo,WGO16,S,0.4um
EB227,Ciliophora,0.046263347,Waigeo,WGO16,S,0.4um
EB227,Bacillariophyta,0.038513248,Waigeo,WGO16,S,0.4um
EB227,Cercozoa,0.005061289,Waigeo,WGO16,S,0.4um
EB227,Chrysophyceae,0.007512852,Waigeo,WGO16,S,0.4um
EB227,Dinoflagellata,0.65369711,Waigeo,WGO16,S,0.4um
EB227,Foraminifera,0.014630288,Waigeo,WGO16,S,0.4um
EB227,MAST,0.050771054,Waigeo,WGO16,S,0.4um
EB227,Pelagophyceae,0.020166074,Waigeo,WGO16,S,0.4um
EB228,Radiolaria,0.051988241,Waigeo,WGO17,M,0.4um
EB228,Other,0.053844964,Waigeo,WGO17,M,0.4um
EB228,Apicomplexa,0,Waigeo,WGO17,M,0.4um
EB228,Ciliophora,0.062664398,Waigeo,WGO17,M,0.4um
EB228,Bacillariophyta,0.266285004,Waigeo,WGO17,M,0.4um
EB228,Cercozoa,0,Waigeo,WGO17,M,0.4um
EB228,Chrysophyceae,0,Waigeo,WGO17,M,0.4um
EB228,Dinoflagellata,0.44282841,Waigeo,WGO17,M,0.4um
EB228,Foraminifera,0,Waigeo,WGO17,M,0.4um
EB228,MAST,0.089586881,Waigeo,WGO17,M,0.4um
EB228,Pelagophyceae,0.032802105,Waigeo,WGO17,M,0.4um
EB229,Radiolaria,0.257014882,Waigeo,WGO17,S,0.4um
EB229,Other,0.076011067,Waigeo,WGO17,S,0.4um
EB229,Apicomplexa,0.063101041,Waigeo,WGO17,S,0.4um
EB229,Ciliophora,0.033724147,Waigeo,WGO17,S,0.4um
EB229,Bacillariophyta,0.218153077,Waigeo,WGO17,S,0.4um
EB229,Cercozoa,0,Waigeo,WGO17,S,0.4um
EB229,Chrysophyceae,0.011987881,Waigeo,WGO17,S,0.4um
EB229,Dinoflagellata,0.280463708,Waigeo,WGO17,S,0.4um
EB229,Foraminifera,0.003688579,Waigeo,WGO17,S,0.4um
EB229,MAST,0.016203399,Waigeo,WGO17,S,0.4um
EB229,Pelagophyceae,0.039652219,Waigeo,WGO17,S,0.4um
EB230,Radiolaria,0,Waigeo,WGO17,S,12um
EB230,Other,0.031874298,Waigeo,WGO17,S,12um
EB230,Apicomplexa,0.005611672,Waigeo,WGO17,S,12um
EB230,Ciliophora,0.055218857,Waigeo,WGO17,S,12um
EB230,Bacillariophyta,0.701459034,Waigeo,WGO17,S,12um
EB230,Cercozoa,0.003142537,Waigeo,WGO17,S,12um
EB230,Chrysophyceae,0,Waigeo,WGO17,S,12um
EB230,Dinoflagellata,0.179573513,Waigeo,WGO17,S,12um
EB230,Foraminifera,0,Waigeo,WGO17,S,12um
EB230,MAST,0.02312009,Waigeo,WGO17,S,12um
EB230,Pelagophyceae,0,Waigeo,WGO17,S,12um
EB231,Radiolaria,0.110485745,Waigeo,WGO18,M,0.4um
EB231,Other,0.064480605,Waigeo,WGO18,M,0.4um
EB231,Apicomplexa,0.007585954,Waigeo,WGO18,M,0.4um
EB231,Ciliophora,0.053346382,Waigeo,WGO18,M,0.4um
EB231,Bacillariophyta,0.182552308,Waigeo,WGO18,M,0.4um
EB231,Cercozoa,0.011501285,Waigeo,WGO18,M,0.4um
EB231,Chrysophyceae,0.006729475,Waigeo,WGO18,M,0.4um
EB231,Dinoflagellata,0.358375139,Waigeo,WGO18,M,0.4um
EB231,Foraminifera,0.004527101,Waigeo,WGO18,M,0.4um
EB231,MAST,0.181818184,Waigeo,WGO18,M,0.4um
EB231,Pelagophyceae,0.018597821,Waigeo,WGO18,M,0.4um
EB232,Radiolaria,0.017100044,Waigeo,WGO18,S,0.4um
EB232,Other,0.085235785,Waigeo,WGO18,S,0.4um
EB232,Apicomplexa,0.051917147,Waigeo,WGO18,S,0.4um
EB232,Ciliophora,0.049801673,Waigeo,WGO18,S,0.4um
EB232,Bacillariophyta,0.408990742,Waigeo,WGO18,S,0.4um
EB232,Cercozoa,0.005288673,Waigeo,WGO18,S,0.4um
EB232,Chrysophyceae,0.00855002,Waigeo,WGO18,S,0.4um
EB232,Dinoflagellata,0.274217721,Waigeo,WGO18,S,0.4um
EB232,Foraminifera,0.036139268,Waigeo,WGO18,S,0.4um
EB232,MAST,0.052710445,Waigeo,WGO18,S,0.4um
EB232,Pelagophyceae,0.01004848,Waigeo,WGO18,S,0.4um
EB233,Radiolaria,0.166608651,Waigeo,WGO19,M,0.4um
EB233,Other,0.049936595,Waigeo,WGO19,M,0.4um
EB233,Apicomplexa,0,Waigeo,WGO19,M,0.4um
EB233,Ciliophora,0.076124794,Waigeo,WGO19,M,0.4um
EB233,Bacillariophyta,0.193129404,Waigeo,WGO19,M,0.4um
EB233,Cercozoa,0.000223778,Waigeo,WGO19,M,0.4um
EB233,Chrysophyceae,0,Waigeo,WGO19,M,0.4um
EB233,Dinoflagellata,0.41396994,Waigeo,WGO19,M,0.4um
EB233,Foraminifera,0,Waigeo,WGO19,M,0.4um
EB233,MAST,0.099562389,Waigeo,WGO19,M,0.4um
EB233,Pelagophyceae,0.000444448,Waigeo,WGO19,M,0.4um
EB234,Radiolaria,0.017402616,Waigeo,WGO19,S,12um
EB234,Other,0.032690895,Waigeo,WGO19,S,12um
EB234,Apicomplexa,0.000487925,Waigeo,WGO19,S,12um
EB234,Ciliophora,0.081483281,Waigeo,WGO19,S,12um
EB234,Bacillariophyta,0.44116455,Waigeo,WGO19,S,12um
EB234,Cercozoa,0,Waigeo,WGO19,S,12um
EB234,Chrysophyceae,0,Waigeo,WGO19,S,12um
EB234,Dinoflagellata,0.395787566,Waigeo,WGO19,S,12um
EB234,Foraminifera,0,Waigeo,WGO19,S,12um
EB234,MAST,0.026510531,Waigeo,WGO19,S,12um
EB234,Pelagophyceae,0.004472635,Waigeo,WGO19,S,12um
EB235,Radiolaria,0.149578529,Wakatobi,WK03,M,0.4um
EB235,Other,0.036986069,Wakatobi,WK03,M,0.4um
EB235,Apicomplexa,0.007913299,Wakatobi,WK03,M,0.4um
EB235,Ciliophora,0.018234991,Wakatobi,WK03,M,0.4um
EB235,Bacillariophyta,0.153707206,Wakatobi,WK03,M,0.4um
EB235,Cercozoa,0.002838467,Wakatobi,WK03,M,0.4um
EB235,Chrysophyceae,0.00249441,Wakatobi,WK03,M,0.4um
EB235,Dinoflagellata,0.483829345,Wakatobi,WK03,M,0.4um
EB235,Foraminifera,0,Wakatobi,WK03,M,0.4um
EB235,MAST,0.094615518,Wakatobi,WK03,M,0.4um
EB235,Pelagophyceae,0.049802166,Wakatobi,WK03,M,0.4um
EB236,Radiolaria,0.021917809,Wakatobi,WK03,M,12um
EB236,Other,0.012447888,Wakatobi,WK03,M,12um
EB236,Apicomplexa,0.000297796,Wakatobi,WK03,M,12um
EB236,Ciliophora,0.022334722,Wakatobi,WK03,M,12um
EB236,Bacillariophyta,0.641572364,Wakatobi,WK03,M,12um
EB236,Cercozoa,0,Wakatobi,WK03,M,12um
EB236,Chrysophyceae,0,Wakatobi,WK03,M,12um
EB236,Dinoflagellata,0.288683741,Wakatobi,WK03,M,12um
EB236,Foraminifera,0,Wakatobi,WK03,M,12um
